Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Device_Type,Location,Balance_Before,Balance_After,Transaction_Time
T00445,U399,140,Debit Card,Desktop,Chennai,7111,6971,09:32
T00446,U896,abc,Credit Card,Desktop,,3227,,03:16
T00447,U808,abc,Card,,Kolkata,,638,10:35
T00448,U321,abc,Transfer,Tablet,Mumbai,,,17:19
T00449,U151,399,Transfer,Laptop,Bangalore,,,25:61
T00450,U517,abc,Transfer,Laptop,Bangalore,6963,,25:61
T00451,U697,abc,Debit Card,Desktop,Bangalore,,,13:57
T00452,U591,,Credit Card,Mobile,Kolkata,,,22:00
T00453,U680,3752,Transfer,Desktop,Mumbai,,,25:61
T00454,U509,abc,Credit Card,,Bangalore,11525,11208,20:31
T00455,U233,245254,Card,Laptop,Bangalore,,,21:40
T00456,U928,₹837,Debit Card,Tablet,Bangalore,,,25:61
T00457,U452,523727,Transfer,Mobile,,,11812,25:61
T00458,U214,₹1955,UPI,Tablet,Kolkata,,14889,15:58
T00459,U938,468742,Card,,Delhi,,,25:61
T00460,U230,₹2766,Credit Card,Mobile,Chennai,16929,,25:61
T00461,U719,abc,UPI,Laptop,Chennai,,5411,18:23
T00462,U286,abc,Transfer,Mobile,Kolkata,,,19:54
T00463,U811,₹1295,Credit Card,Laptop,Delhi,,,10:01
T00464,U540,,UPI,Mobile,Delhi,,,25:61
T00465,U446,964690,Transfer,,Bangalore,,,25:61
T00466,U137,₹2605,Transfer,Tablet,Mumbai,,,25:61
T00467,U272,,UPI,Tablet,Delhi,,-4295,25:61
T00468,U148,499780,UPI,Tablet,,13777,-486003,25:61
T00469,U326,,Credit Card,,,,1954,25:61
T00470,U284,2867,Card,,Delhi,,,25:61
T00471,U869,₹4573,Card,Laptop,Bangalore,16767,18360,25:61
T00472,U773,,Card,Mobile,,6087,18527,06:02
T00473,U851,,UPI,Tablet,Mumbai,5130,,25:61
T00474,U589,2048,UPI,Tablet,Bangalore,,19051,25:61
T00475,U123,,Transfer,Tablet,Delhi,,,17:30
T00476,U180,,Transfer,Desktop,Delhi,,-3236,14:59
T00477,U626,abc,Debit Card,Laptop,,15502,14419,09:36
T00478,U715,83814,Card,Laptop,Mumbai,,,12:18
T00479,U412,535863,Debit Card,Laptop,,13260,-522603,25:61
T00480,U803,,Credit Card,Tablet,Delhi,1501,,25:61
T00481,U975,,Card,Mobile,Bangalore,,,20:31
T00482,U714,abc,Transfer,,Delhi,,18957,04:31
T00483,U370,abc,Credit Card,Desktop,,,,09:55
T00484,U475,348766,UPI,Mobile,,,8278,25:61
T00485,U634,abc,UPI,Desktop,Chennai,1175,,04:31
T00486,U700,,Card,Mobile,Delhi,19679,,21:49
T00487,U290,934335,Card,Tablet,Bangalore,,,25:61
T00488,U576,4825,Card,Mobile,,18138,13313,25:61
T00489,U459,4478,Card,Laptop,Delhi,,,13:20
T00490,U395,₹2273,Credit Card,Laptop,Kolkata,,,18:11
T00491,U719,3667,Card,Laptop,,,15302,19:48
T00492,U772,,Transfer,Desktop,Kolkata,,18212,25:61
T00493,U908,,UPI,Laptop,Chennai,1502,,25:61
T00494,U671,3172,Transfer,,Kolkata,,15378,11:11
T00495,U561,1592,UPI,Mobile,Mumbai,,,15:53
T00496,U983,3207,UPI,Mobile,,12431,9224,25:61
T00497,U482,324595,Debit Card,Laptop,Delhi,14572,-310023,12:13
T00498,U466,₹1315,Debit Card,,Kolkata,,,25:61
T00499,U345,abc,UPI,Tablet,Chennai,,14622,25:61
T00500,U568,abc,Card,Tablet,Bangalore,,12046,25:61
T00501,U849,2984,Credit Card,Laptop,,,11579,25:61
T00502,U839,,Debit Card,Desktop,Mumbai,,16809,15:36
T00503,U570,4058,Card,,,,,00:43
T00504,U212,245,Card,Tablet,,,,06:56
T00505,U106,,Card,,Mumbai,,,13:33
T00506,U476,,Debit Card,Desktop,Delhi,8925,6538,10:56
T00507,U510,,UPI,Laptop,Bangalore,16095,,14:17
T00508,U738,abc,Card,Laptop,Chennai,7746,,25:61
T00509,U333,1488,Credit Card,Desktop,Mumbai,10229,8741,25:61
T00510,U379,3101,UPI,Tablet,Mumbai,,12667,25:61
T00511,U441,,Debit Card,Laptop,,7463,,25:61
T00512,U232,290996,Transfer,Tablet,,,,25:61
T00513,U416,₹2482,Transfer,Desktop,Mumbai,,,25:61
T00514,U638,abc,Card,,Bangalore,,,25:61
T00515,U547,702080,Transfer,,Bangalore,10521,-691559,06:23
T00516,U244,,Credit Card,Laptop,Bangalore,,,25:61
T00517,U543,abc,Transfer,,Chennai,,11603,25:61
T00518,U908,539858,Debit Card,,Mumbai,,,25:61
T00519,U451,abc,Card,,Bangalore,10109,,06:42
T00520,U229,306338,Card,,Delhi,4450,-301888,25:61
T00521,U719,,Debit Card,Laptop,Mumbai,,1428,25:61
T00522,U953,,Credit Card,Laptop,Kolkata,7107,17839,25:61
T00523,U699,,Debit Card,Desktop,Mumbai,,,09:53
T00524,U221,,Debit Card,Tablet,,,,16:32
T00525,U223,276963,Credit Card,Desktop,Delhi,,13809,25:61
T00526,U320,abc,UPI,Laptop,,10423,,25:61
T00527,U692,,Transfer,Laptop,,,14932,25:61
T00528,U820,,Card,Tablet,Chennai,,-933,20:04
T00529,U602,₹4512,UPI,Laptop,,,3704,01:58
T00530,U322,₹4841,Card,Mobile,Delhi,,,18:21
T00531,U246,,Card,Laptop,Chennai,,,17:51
T00532,U815,,Debit Card,,Chennai,,,25:61
T00533,U918,,UPI,Mobile,,7469,,25:61
T00534,U603,769173,Debit Card,Mobile,Chennai,,,19:23
T00535,U627,,Card,Mobile,,,-651,25:61
T00536,U510,1588,Card,Tablet,Chennai,,,00:28
T00537,U805,,UPI,Tablet,Bangalore,,,20:09
T00538,U358,₹625,UPI,,Bangalore,,11415,10:00
T00539,U547,,Debit Card,Laptop,Bangalore,,,25:61
T00540,U234,374824,Debit Card,Desktop,,,,25:61
T00541,U151,₹279,Credit Card,Tablet,Chennai,,,17:45
T00542,U569,3147,Debit Card,Tablet,,8142,4995,25:61
T00543,U637,,Debit Card,Mobile,,6444,,14:00
T00544,U939,868102,Card,Desktop,Kolkata,,,19:40
T00545,U870,1734,Debit Card,,Kolkata,6555,4821,07:53
T00546,U129,abc,UPI,,,7153,,25:61
T00547,U450,719687,UPI,Mobile,Bangalore,13361,-706326,03:43
T00548,U872,,Credit Card,Tablet,Bangalore,7880,,25:61
T00549,U515,608493,Credit Card,Desktop,Bangalore,,,25:61
T00550,U403,₹1895,Debit Card,,Mumbai,,,25:61
T00551,U872,abc,Debit Card,Mobile,,,,25:61
T00552,U861,₹232,UPI,Desktop,Mumbai,14964,,25:61
T00553,U964,99583,Debit Card,Desktop,Bangalore,13796,-85787,00:35
T00554,U997,861199,Transfer,Laptop,Mumbai,4103,-857096,25:61
T00555,U154,abc,Card,Laptop,,,16186,25:61
T00556,U968,₹4802,Credit Card,Laptop,,,,04:36
T00557,U900,,Transfer,,Chennai,16937,,06:54
T00558,U650,932302,Card,Laptop,Bangalore,,13783,25:61
T00559,U697,,Transfer,Tablet,,,7044,08:57
T00560,U990,abc,Transfer,Tablet,,2564,,25:61
T00561,U802,,Card,,Mumbai,15405,,07:52
T00562,U424,abc,Credit Card,Desktop,Delhi,,,15:25
T00563,U628,₹2272,Card,Tablet,Chennai,,,22:06
T00564,U140,₹2614,UPI,Laptop,Chennai,,,22:23
T00565,U739,329720,Transfer,Desktop,Kolkata,,,18:55
T00566,U844,abc,Debit Card,,Mumbai,,2893,17:39
T00567,U474,410,Debit Card,Mobile,Mumbai,,,25:61
T00568,U613,313762,Credit Card,Tablet,Chennai,19139,-294623,25:61
T00569,U674,,Transfer,Desktop,Chennai,2930,,20:51
T00570,U438,2087,UPI,,Chennai,7949,5862,25:61
T00571,U736,abc,Transfer,,Delhi,,,25:61
T00572,U410,₹1197,Debit Card,Laptop,Chennai,,,25:61
T00573,U850,211,Debit Card,Laptop,,8056,7845,25:61
T00574,U150,₹569,Transfer,,Mumbai,,,21:50
T00575,U395,₹4614,Card,Mobile,Chennai,13670,153,07:08
T00576,U561,4418,Credit Card,Mobile,,,,02:17
T00577,U225,,Credit Card,,Chennai,,18850,02:19
T00578,U695,822394,Transfer,,Chennai,17626,-804768,25:61
T00579,U392,4078,Debit Card,Laptop,Bangalore,,10686,02:00
T00580,U202,792725,Transfer,Tablet,Kolkata,,,23:32
T00581,U537,4281,UPI,,Bangalore,,,07:00
T00582,U117,abc,Credit Card,Mobile,Delhi,,11806,25:61
T00583,U291,4892,Debit Card,Mobile,Bangalore,,,25:61
T00584,U602,abc,UPI,Tablet,Bangalore,,,25:61
T00585,U139,abc,Credit Card,Mobile,Chennai,12457,-3103,25:61
T00586,U118,3921,Card,Laptop,Bangalore,,,25:61
T00587,U302,abc,Card,Tablet,Kolkata,,,25:61
T00588,U592,266408,Transfer,Mobile,Bangalore,,,25:61
T00589,U862,,Credit Card,Tablet,Chennai,,,25:61
T00590,U380,3334,Debit Card,Desktop,Chennai,,8520,15:10
T00591,U186,abc,Debit Card,Desktop,Mumbai,,,25:61
T00592,U119,,Debit Card,Mobile,Kolkata,3332,,25:61
T00593,U230,855852,Debit Card,Tablet,Chennai,,9959,25:61
T00594,U191,abc,Transfer,Tablet,Bangalore,,202,08:54
T00595,U836,,UPI,Laptop,Kolkata,,17367,19:01
T00596,U501,1340,Credit Card,Tablet,Kolkata,17140,15800,16:58
T00597,U320,1972,Transfer,Laptop,,,7315,12:39
T00598,U922,,Transfer,Desktop,Chennai,4120,,19:19
T00599,U596,₹1995,Transfer,Desktop,,9210,,25:61
T00600,U635,₹592,UPI,Laptop,Kolkata,,12978,18:10
T00601,U448,abc,Transfer,Desktop,Chennai,,-3189,25:61
T00602,U562,91832,Credit Card,Laptop,Mumbai,11085,-80747,12:24
T00603,U436,abc,Card,Desktop,Mumbai,,3521,25:61
T00604,U552,₹3083,Credit Card,Laptop,Delhi,19068,,10:19
T00605,U924,381235,Card,Mobile,Mumbai,,-3364,08:31
T00606,U375,177,Credit Card,,Kolkata,,-275,25:61
T00607,U940,27241,Debit Card,,,12451,-14790,05:59
T00608,U875,,Card,Tablet,,,,08:05
T00609,U383,4344,UPI,Tablet,Delhi,11730,7386,25:61
T00610,U961,2517,Card,Mobile,Mumbai,,-3608,25:61
T00611,U347,91571,Debit Card,Desktop,Bangalore,8215,-83356,25:61
T00612,U649,2548,Credit Card,Tablet,Kolkata,,-2325,07:20
T00613,U208,74321,Card,,Mumbai,9039,-65282,21:24
T00614,U234,552,Debit Card,Laptop,,,,22:23
T00615,U327,abc,Credit Card,Desktop,Kolkata,14122,,01:54
T00616,U603,,Card,Laptop,Mumbai,5839,8264,25:61
T00617,U943,,Transfer,Desktop,Delhi,,17379,25:61
T00618,U152,935076,Debit Card,Tablet,Chennai,,,25:61
T00619,U406,₹387,Card,Desktop,Mumbai,,,00:16
T00620,U139,₹711,UPI,Mobile,Bangalore,,-3865,25:61
T00621,U386,47,Debit Card,Mobile,Delhi,,,22:40
T00622,U448,₹4987,Credit Card,Mobile,Mumbai,,,25:61
T00623,U820,,Credit Card,,,7810,,03:33
T00624,U255,abc,Credit Card,Desktop,Mumbai,,1067,16:35
T00625,U449,₹1351,Transfer,Tablet,,17524,15988,25:61
T00626,U959,₹4430,Debit Card,Tablet,Delhi,,,25:61
T00627,U942,,Credit Card,Laptop,Kolkata,,,25:61
T00628,U892,abc,Credit Card,Tablet,Delhi,,,25:61
T00629,U879,abc,Transfer,,Bangalore,,,25:61
T00630,U462,,Debit Card,Desktop,Chennai,,,20:02
T00631,U648,abc,Debit Card,Mobile,Mumbai,,6027,00:09
T00632,U297,508334,Credit Card,Laptop,Mumbai,9927,-498407,25:61
T00633,U874,4680,Debit Card,Desktop,Delhi,3891,-789,25:61
T00634,U870,₹1671,Debit Card,,Bangalore,,,11:03
T00635,U567,2746,Credit Card,Laptop,Chennai,,,10:15
T00636,U501,abc,UPI,Laptop,,,6347,19:19
T00637,U219,643970,Transfer,Tablet,,,3772,25:61
T00638,U542,₹1273,Credit Card,Laptop,Mumbai,15533,,25:61
T00639,U442,₹892,Debit Card,Mobile,Delhi,,,25:61
T00640,U700,abc,Debit Card,Laptop,Mumbai,,11773,16:56
T00641,U998,₹3623,Debit Card,Tablet,Bangalore,,3985,13:09
T00642,U577,,Transfer,Laptop,Chennai,,4228,21:25
T00643,U512,22415,Transfer,Laptop,Kolkata,,10154,25:61
T00644,U481,3706,Card,Laptop,Delhi,,,11:49
T00645,U915,₹2658,UPI,,Bangalore,,,25:61
T00646,U780,590780,UPI,Desktop,Mumbai,,,04:08
T00647,U149,abc,Card,Laptop,Kolkata,,,03:13
T00648,U929,₹1764,Transfer,Laptop,Mumbai,,,25:61
T00649,U321,1778,Card,Laptop,,,,25:61
T00650,U308,₹3679,Credit Card,Laptop,Bangalore,,,18:22
T00651,U411,₹125,Card,Laptop,Bangalore,,16414,20:47
T00652,U195,abc,Debit Card,Laptop,,,,25:61
T00653,U544,564909,Credit Card,,Bangalore,,1885,25:61
T00654,U178,13679,Transfer,Laptop,Bangalore,,14175,25:61
T00655,U346,3048,Card,Tablet,Mumbai,,,25:61
T00656,U602,abc,Card,Desktop,Delhi,,,01:16
T00657,U970,,Debit Card,Tablet,Delhi,,,13:09
T00658,U380,abc,Credit Card,Laptop,Kolkata,8858,,25:61
T00659,U689,₹3811,Transfer,Mobile,,,3932,10:57
T00660,U637,522223,UPI,Desktop,Mumbai,10295,-511928,08:10
T00661,U178,,Transfer,Mobile,Chennai,13397,5435,25:61
T00662,U763,₹3092,Card,Desktop,Mumbai,,,25:61
T00663,U543,996135,Debit Card,Mobile,,10399,-985736,16:11
T00664,U280,abc,UPI,Laptop,Bangalore,,5449,25:61
T00665,U461,3779,Debit Card,Mobile,Bangalore,,,25:61
T00666,U814,₹3718,Debit Card,Tablet,Mumbai,16623,-4189,10:17
T00667,U527,abc,Debit Card,,Chennai,5347,,00:03
T00668,U872,916496,UPI,Mobile,Mumbai,12921,-903575,25:61
T00669,U362,abc,Card,,Chennai,10618,14999,25:61
T00670,U463,,Transfer,Mobile,Mumbai,,,14:40
T00671,U621,323225,Credit Card,Desktop,Kolkata,,3579,25:61
T00672,U237,802725,Debit Card,Mobile,,,,04:29
T00673,U324,,Card,Desktop,Chennai,9705,-1680,25:61
T00674,U502,,Card,,Delhi,,13708,25:61
T00675,U841,,Credit Card,Mobile,Bangalore,11248,,25:61
T00676,U468,abc,Debit Card,Tablet,Delhi,,,25:61
T00677,U664,₹2486,Card,Laptop,Mumbai,,,12:19
T00678,U472,₹2919,Credit Card,Mobile,,,6877,18:42
T00679,U592,₹2150,Debit Card,Desktop,Delhi,,,25:61
T00680,U414,abc,UPI,Laptop,,3498,17386,25:61
T00681,U464,253761,Card,Laptop,Bangalore,6449,-247312,06:16
T00682,U545,,Credit Card,Tablet,Mumbai,,5395,25:61
T00683,U864,,Transfer,Laptop,Chennai,,13476,25:61
T00684,U210,₹4547,Debit Card,Laptop,Mumbai,,,20:14
T00685,U839,,Transfer,Desktop,Chennai,,316,11:01
T00686,U277,abc,Transfer,Tablet,,,-3788,25:61
T00687,U923,abc,Credit Card,,Bangalore,,5615,12:26
T00688,U931,,Credit Card,Laptop,Mumbai,,,25:61
T00689,U683,₹987,Credit Card,Desktop,Bangalore,,,25:61
T00690,U125,,UPI,Desktop,,,1871,17:38
T00691,U952,₹4129,Card,Desktop,,18014,,02:04
T00692,U786,abc,Card,,,5784,,25:61
T00693,U434,,Credit Card,,Chennai,,,25:61
T00694,U510,,UPI,Tablet,,,,11:47
T00695,U603,4273,Card,,Kolkata,14414,10141,12:37
T00696,U370,₹3272,Credit Card,Tablet,Chennai,19239,-942,25:61
T00697,U240,,Debit Card,Desktop,,,,20:44
T00698,U180,abc,Transfer,Mobile,,,13794,25:61
T00699,U275,₹3936,UPI,Laptop,Delhi,,9363,25:61
T00700,U210,₹1394,Transfer,,Chennai,,,25:61
T00701,U281,58141,Card,Tablet,Delhi,,,25:61
T00702,U783,885090,Card,Desktop,Bangalore,,15806,25:61
T00703,U581,1648,Card,Mobile,Mumbai,,,16:27
T00704,U445,abc,Card,Desktop,,,,04:29
T00705,U396,,UPI,Mobile,Delhi,16851,13455,25:61
T00706,U973,,Debit Card,Laptop,Bangalore,13290,,25:61
T00707,U763,3426,UPI,,Kolkata,,,16:21
T00708,U651,abc,Credit Card,Laptop,Mumbai,15909,,17:24
T00709,U282,₹4049,Transfer,Desktop,Delhi,,5885,16:49
T00710,U132,2302,Credit Card,Laptop,Chennai,,,25:61
T00711,U438,467517,Credit Card,Desktop,Bangalore,,-4992,25:61
T00712,U920,₹861,Credit Card,Laptop,Kolkata,,,25:61
T00713,U235,abc,UPI,Desktop,Delhi,,,12:53
T00714,U928,737,Debit Card,Laptop,Chennai,13670,12933,25:61
T00715,U621,472407,Transfer,Tablet,Bangalore,,13569,08:18
T00716,U976,₹1580,Debit Card,,Kolkata,,4906,25:61
T00717,U109,,Card,Tablet,,,,23:04
T00718,U266,162,UPI,,Delhi,,,13:40
T00719,U529,₹1959,Credit Card,Tablet,Bangalore,,,15:30
T00720,U441,4041,Card,Mobile,,,12944,16:33
T00721,U172,2296,Credit Card,Laptop,,10704,8408,01:16
T00722,U941,₹1220,Card,Desktop,,,3315,01:32
T00723,U789,abc,Card,,Kolkata,,,19:21
T00724,U833,₹471,Credit Card,,Kolkata,,18341,25:61
T00725,U170,,Credit Card,Desktop,Mumbai,,,25:61
T00726,U154,₹2983,Card,Tablet,,,,25:61
T00727,U300,,Debit Card,Tablet,Delhi,,,25:61
T00728,U674,253,UPI,Laptop,Mumbai,10085,9832,21:41
T00729,U142,₹4476,Credit Card,Laptop,Mumbai,11228,1,25:61
T00730,U815,₹2816,Debit Card,Desktop,Chennai,4684,,25:61
T00731,U987,abc,UPI,Desktop,Delhi,,,25:61
T00732,U424,2165,Credit Card,Tablet,Chennai,,,25:61
T00733,U158,₹4689,Transfer,Tablet,Kolkata,11720,,25:61
T00734,U814,abc,Debit Card,Mobile,Kolkata,,5221,25:61
T00735,U923,abc,Debit Card,Tablet,Kolkata,,,18:39
T00736,U244,843311,Card,Laptop,Kolkata,,,25:61
T00737,U575,660455,Card,Laptop,Chennai,,14016,25:61
T00738,U303,abc,Card,Mobile,,,,25:61
T00739,U949,4139,Card,Laptop,,,5563,23:28
T00740,U127,abc,Transfer,Desktop,Chennai,,,25:61
T00741,U355,472597,Card,Laptop,Chennai,,6177,02:17
T00742,U590,abc,Transfer,Tablet,Mumbai,,-2033,10:11
T00743,U249,666,UPI,,Kolkata,,,25:61
T00744,U468,38643,Debit Card,Mobile,,,10161,13:55
T00745,U725,1563,Credit Card,Desktop,Chennai,,,25:61
T00746,U876,,Credit Card,Laptop,Delhi,,,21:39
T00747,U735,3994,Card,Desktop,,,,25:61
T00748,U701,490017,Card,,Bangalore,,,25:61
T00749,U938,3546,Credit Card,Laptop,,,,25:61
T00750,U550,4969,Card,Mobile,Delhi,15473,10504,25:61
T00751,U493,778711,Debit Card,Mobile,,13949,-764762,25:61
T00752,U678,3947,Card,Mobile,Mumbai,18325,14378,06:31
T00753,U253,,Card,Desktop,,,,09:43
T00754,U648,₹4473,UPI,Laptop,Mumbai,,-3125,25:61
T00755,U623,,Debit Card,Tablet,,7160,5889,25:61
T00756,U299,514774,Credit Card,Tablet,Chennai,,,23:10
T00757,U422,,Debit Card,Mobile,Bangalore,,,25:61
T00758,U300,62895,Credit Card,,Mumbai,,,25:61
T00759,U112,₹4314,Debit Card,Laptop,,12061,,25:61
T00760,U907,abc,Card,Tablet,,,7499,02:40
T00761,U531,₹2287,Card,Mobile,Mumbai,,4513,11:09
T00762,U698,abc,Transfer,Tablet,Delhi,7420,,15:07
T00763,U170,2266,Debit Card,,Kolkata,9331,7065,25:61
T00764,U736,134260,UPI,,Delhi,,,02:09
T00765,U857,₹4172,Debit Card,Desktop,Chennai,,8783,18:47
T00766,U727,₹2740,Card,Laptop,Mumbai,,,16:28
T00767,U612,,Card,Mobile,,16878,,18:16
T00768,U943,₹4924,Transfer,,Bangalore,,13871,25:61
T00769,U891,abc,UPI,Laptop,Bangalore,10152,,00:39
T00770,U244,₹4575,Debit Card,Desktop,Delhi,3138,19668,25:61
T00771,U349,,Card,Desktop,Bangalore,10365,3315,06:47
T00772,U565,352560,Credit Card,Tablet,Mumbai,5093,-347467,25:61
T00773,U988,990028,Card,Tablet,Delhi,10583,-979445,25:61
T00774,U557,₹3263,Debit Card,Desktop,Bangalore,,,15:05
T00775,U125,804287,Credit Card,Tablet,Chennai,,5547,25:61
T00776,U950,,Debit Card,Mobile,Mumbai,7857,,09:13
T00777,U921,abc,Debit Card,Desktop,Mumbai,6306,7480,25:61
T00778,U358,,Debit Card,Tablet,Chennai,16230,,18:45
T00779,U783,45,Transfer,Desktop,Chennai,9501,9456,07:17
T00780,U801,891527,UPI,Tablet,,7954,-883573,20:52
T00781,U687,,Debit Card,,Bangalore,,,25:61
T00782,U433,624192,Card,Mobile,Kolkata,17128,-607064,22:40
T00783,U501,abc,Transfer,,Delhi,,,21:53
T00784,U668,₹1231,Debit Card,Tablet,Kolkata,14944,,25:61
T00785,U621,,Credit Card,Laptop,Chennai,,,25:61
T00786,U171,abc,Debit Card,,Kolkata,2656,,10:56
T00787,U857,₹4112,Credit Card,Mobile,,,,25:61
T00788,U548,₹1225,Transfer,,Delhi,,,02:49
T00789,U400,620050,Card,Mobile,Bangalore,,,15:36
T00790,U874,56552,Transfer,Tablet,Bangalore,,,09:44
T00791,U868,3657,Card,Mobile,,,,25:61
T00792,U631,561,Transfer,Desktop,Bangalore,10550,9989,03:02
T00793,U910,4374,Credit Card,Tablet,Chennai,,,10:04
T00794,U264,abc,UPI,,Mumbai,,14839,25:61
T00795,U888,abc,Credit Card,Laptop,Kolkata,,,02:04
T00796,U392,abc,Card,,,,,25:61
T00797,U625,663527,Card,Mobile,Kolkata,7057,-656470,25:61
T00798,U571,,UPI,Tablet,Kolkata,,,03:15
T00799,U108,3744,Debit Card,Tablet,Bangalore,4833,1089,19:55
T00800,U608,4938,Card,Laptop,Chennai,,-3834,14:18
T00801,U155,₹2881,Transfer,Desktop,Chennai,12954,,25:61
T00802,U347,2913,Transfer,,Bangalore,9622,6709,25:61
T00803,U302,₹742,Transfer,,Bangalore,16268,,05:28
T00804,U356,4735,Debit Card,Laptop,Chennai,,,25:61
T00805,U270,,Transfer,Tablet,Chennai,,,02:36
T00806,U772,543204,Credit Card,Mobile,Chennai,,15781,00:46
T00807,U915,678630,Debit Card,Tablet,Chennai,,,23:06
T00808,U625,25238,Card,Mobile,Chennai,,7048,05:50
T00809,U682,632494,Transfer,,Chennai,,,20:10
T00810,U426,₹4226,Debit Card,Laptop,Kolkata,,,25:61
T00811,U578,470,Debit Card,Laptop,Chennai,3209,2739,22:17
T00812,U778,abc,Card,Laptop,Kolkata,3045,,15:11
T00813,U662,284789,Debit Card,,Kolkata,,,25:61
T00814,U122,abc,Card,,Chennai,14555,,12:29
T00815,U537,₹744,UPI,Desktop,Chennai,18371,,25:61
T00816,U964,938407,Card,,Delhi,,6256,02:52
T00817,U103,371563,Transfer,Tablet,Kolkata,,,12:49
T00818,U817,1390,Credit Card,Mobile,Kolkata,,,25:61
T00819,U348,abc,Card,Desktop,Delhi,9286,,17:33
T00820,U283,,Credit Card,Tablet,Chennai,,1673,03:09
T00821,U234,abc,UPI,Tablet,Mumbai,,,25:61
T00822,U260,,Debit Card,,,,,01:59
T00823,U185,4156,Debit Card,Tablet,Bangalore,,,25:61
T00824,U123,354,Credit Card,Tablet,Delhi,,,21:40
T00825,U940,3946,Transfer,Desktop,Bangalore,,,08:01
T00826,U914,772404,Card,,Chennai,17414,-754990,25:61
T00827,U784,₹523,UPI,,Delhi,,,25:61
T00828,U576,107557,Credit Card,Tablet,Bangalore,,17269,07:27
T00829,U546,₹123,Debit Card,Mobile,,,18958,25:61
T00830,U242,abc,Transfer,Mobile,Kolkata,,13707,20:12
T00831,U810,abc,Credit Card,,Delhi,,,25:61
T00832,U976,935132,Debit Card,,Mumbai,,7779,09:24
T00833,U895,4519,Card,Desktop,,,,25:61
T00834,U690,₹4782,Debit Card,Laptop,Kolkata,,,25:61
T00835,U945,₹3909,Debit Card,Tablet,Bangalore,,,25:61
T00836,U455,₹2808,Credit Card,Mobile,Bangalore,8286,,22:36
T00837,U226,123720,Transfer,Tablet,Kolkata,19497,-104223,25:61
T00838,U201,4224,UPI,Laptop,Kolkata,,,16:56
T00839,U297,₹4152,Credit Card,Mobile,Delhi,16498,-2849,25:61
T00840,U306,,Card,,Chennai,,-2664,25:61
T00841,U884,,Credit Card,Tablet,Delhi,,19047,25:61
T00842,U407,abc,UPI,Desktop,Kolkata,,,07:56
T00843,U382,,Credit Card,Laptop,Mumbai,,,25:61
T00844,U759,,Debit Card,Desktop,Kolkata,14765,,25:61
T00845,U646,2269,Card,Desktop,Kolkata,,,21:42
T00846,U395,₹4878,Transfer,Laptop,Bangalore,,10557,25:61
T00847,U190,354271,Card,Tablet,,,,14:44
T00848,U524,,Transfer,,Chennai,,,25:61
T00849,U750,1248,Card,Laptop,Kolkata,,,25:61
T00850,U751,₹4289,Card,,,,,03:10
T00851,U205,abc,Credit Card,Tablet,Chennai,,,25:61
T00852,U812,701360,UPI,Mobile,Mumbai,,,25:61
T00853,U192,abc,Credit Card,,Chennai,,,22:46
T00854,U399,abc,Transfer,Tablet,Kolkata,,,25:61
T00855,U461,,Transfer,Mobile,Chennai,,,25:61
T00856,U263,,Card,Tablet,Bangalore,17316,,08:00
T00857,U917,188557,Credit Card,Mobile,,,,07:57
T00858,U589,138083,UPI,,Bangalore,,,25:61
T00859,U673,₹3504,UPI,,Mumbai,,,10:08
T00860,U567,680104,UPI,Mobile,Chennai,,7654,00:18
T00861,U769,abc,Credit Card,Laptop,Chennai,3104,,25:61
T00862,U939,1601,Transfer,Laptop,,1529,-72,25:61
T00863,U158,571,Transfer,Desktop,Bangalore,,,09:38
T00864,U825,,Transfer,Tablet,Kolkata,16163,,25:61
T00865,U117,920266,Card,Laptop,Delhi,17748,-902518,25:61
T00866,U737,abc,Card,Desktop,,,,00:28
T00867,U246,255711,Transfer,Desktop,Chennai,11542,-244169,14:57
T00868,U127,abc,Card,Laptop,Kolkata,,,25:61
T00869,U636,248297,Debit Card,Desktop,Chennai,,,17:50
T00870,U480,abc,Card,Laptop,Delhi,,16972,25:61
T00871,U697,,Debit Card,Mobile,Delhi,,-2358,25:61
T00872,U715,abc,Card,Tablet,Bangalore,,,25:61
T00873,U470,abc,Card,Mobile,Chennai,9118,,17:44
T00874,U826,abc,Credit Card,Tablet,Kolkata,,,21:11
T00875,U977,,UPI,Laptop,Chennai,,,07:38
T00876,U132,,Credit Card,,Bangalore,,,01:05
T00877,U684,abc,Debit Card,Laptop,,,3232,25:61
T00878,U252,₹4768,Debit Card,Tablet,Chennai,13138,,21:15
T00879,U348,₹2431,Card,Mobile,Delhi,,,22:59
T00880,U560,,Credit Card,,Kolkata,11866,5680,20:03
T00881,U519,,Transfer,Desktop,Delhi,,,22:56
T00882,U221,,Card,Laptop,Mumbai,18242,,25:61
T00883,U516,2347,UPI,Tablet,Mumbai,13809,11462,25:61
T00884,U404,abc,Debit Card,Tablet,,,,25:61
T00885,U146,₹4419,Debit Card,,Delhi,,-3254,25:61
T00886,U526,,Debit Card,Tablet,Bangalore,,3307,04:07
T00887,U470,₹1756,UPI,Laptop,Chennai,,,04:25
T00888,U420,880013,Transfer,Tablet,,4084,-875929,07:11
T00889,U982,,Credit Card,Desktop,Delhi,7186,-1736,25:61
T00890,U906,₹321,Transfer,Laptop,Kolkata,9939,17303,25:61
T00891,U399,abc,UPI,Desktop,Bangalore,,,03:54
